DCC_ID,Node2Vec
DCC0139,"['0.28943998', '0.11728955', '0.2011979', '0.4725749', '0.111276895', '0.17098495', '0.030204194', '-0.19475465', '0.5017183', '0.42170748', '-0.15780993', '-0.34205058', '0.22699672', '0.19138466', '0.6601517', '0.78569806', '-0.07071605', '0.09137839', '0.24317735', '-0.16024786', '-0.15603945', '-0.16185321', '-0.1915379', '0.118856445', '0.02117828', '0.4443995', '0.05360139', '-0.2814336', '0.23300222', '0.13514963', '-0.015775086', '0.14569776', '0.17485331', '0.31117836', '0.48913908', '-0.34092072', '-0.12954882', '-0.10946261', '0.24439703', '0.26438484', '-0.20345715', '-0.48347536', '0.30902264', '0.0515719', '0.16524865', '-0.36699468', '-0.35697106', '-0.06926658', '0.12932615', '0.15049236', '0.4856262', '-0.06210453', '-0.15645267', '0.26171383', '-0.11521289', '-0.17060716', '0.016994797', '-0.04893002', '0.21061993', '-0.111988194', '-0.21082431', '0.26834098', '0.24475414', '0.02976421', '0.024761256', '-0.45553035', '0.035500947', '-0.39357102', '0.055074044', '-0.75787044', '0.12321346', '0.2296483', '0.09113858', '-0.17503737', '-0.08989416', '-0.06674971', '0.03393517', '0.2004872', '-0.07594417', '-0.23236786', '-0.06682004', '-0.23592539', '0.14997587', '-0.15080442', '-0.04582592', '0.38909823', '0.0005792781', '-0.44745198', '0.19817431', '-0.2929419', '0.43338832', '0.21966234', '0.16286033', '-0.2637908', '0.740635', '-0.08486026', '0.036281683', '0.16513115', '-0.44889495', '0.11489963', '-0.18421522', '0.260625', '-0.039213188', '0.47670984', '0.16447847', '0.012648558', '-0.3771415', '0.11452954', '0.43486306', '-0.2345357', '0.4796644', '-0.16946809', '-0.7599976', '0.26487264', '0.25039232', '-0.29100886', '-0.19644834', '0.2186175', '-0.13490263', '0.24419287', '0.16561173', '-0.17646527', '0.11743111', '-0.16254249', '0.23597547', '0.5101469', '-0.30578607', '-0.20020613']"
DCC0021,"['0.12683454', '0.09705396', '0.30318433', '0.24151805', '-0.2961939', '0.048649907', '0.22336303', '-0.50393754', '0.041760784', '-0.026819061', '0.152959', '0.06415834', '0.3087957', '0.52468777', '-0.3251963', '-0.34648335', '-0.47470757', '-0.14012139', '-0.30689698', '-0.103742264', '0.22332707', '0.2683878', '0.03984448', '-0.15804689', '0.18844868', '0.3509924', '-0.19499713', '0.36277968', '0.058006752', '-0.055234253', '-0.28668422', '0.21952066', '0.06910266', '-0.21793924', '0.24771315', '0.20608672', '-0.0023231057', '-0.2581985', '-0.26944804', '0.034533575', '-0.21373492', '-0.039681636', '-0.4904162', '0.12790266', '-0.28642687', '0.025149135', '-0.29198524', '0.044926897', '0.12705216', '0.4182201', '0.16775507', '0.1404443', '-0.1342614', '-0.28451008', '-0.14900583', '-0.27029285', '0.15155326', '-0.22494116', '-0.21004273', '-0.044038165', '0.1753947', '-0.05735038', '0.15053694', '0.055786997', '0.30656874', '-0.68726945', '0.11885809', '-0.3032949', '-0.11382655', '-0.3709712', '0.010379703', '0.010024135', '-0.13299075', '0.04937186', '0.25151548', '-0.33878264', '0.12251959', '0.02357377', '0.1983216', '-0.18140684', '-0.7332495', '0.08471842', '-0.009432822', '-0.08355252', '-0.11184323', '-0.07675576', '0.0075371484', '-0.12819383', '-0.28259984', '-0.8302795', '0.057270214', '0.29468486', '0.21347393', '0.14550509', '0.4984092', '0.11904076', '0.2552031', '0.12770353', '-0.16513014', '0.38466793', '0.04900846', '0.07618957', '-0.70882136', '0.43919212', '0.22914024', '-0.16473964', '-0.27605245', '0.19046107', '-0.022112582', '0.09228608', '0.08914722', '-0.33097604', '0.04485813', '0.055593938', '-0.36103073', '0.30976388', '-0.052196294', '-0.060498923', '-0.11738699', '-0.1020226', '0.42128986', '-0.1367226', '0.089658216', '0.14137012', '0.05950836', '0.44268122', '-0.14998397', '0.2626425']"
DCC0079,"['-0.12890983', '-0.45312512', '-0.029455967', '0.18444753', '-0.27260315', '0.18070394', '0.018411627', '-0.1038883', '0.16011117', '0.61145234', '-0.012420625', '0.32596177', '0.31999072', '0.31350785', '0.034317758', '-0.073705636', '0.01055372', '0.36027482', '-0.2737445', '0.053305384', '0.24871634', '0.26983508', '-0.08794912', '-0.07899998', '-0.3221155', '-0.09043954', '-0.39914918', '-0.038266584', '-0.37511045', '-0.3047057', '-0.0016480016', '0.0032452287', '0.084678076', '-0.08958869', '-0.24357063', '-0.2537557', '-0.0042347163', '0.118094504', '0.11001039', '-0.18934444', '-0.045823984', '0.13222933', '-0.08027874', '-0.24429336', '0.28001326', '-0.16140911', '-0.18625697', '-0.10342083', '-0.017095974', '0.07467525', '0.41063246', '-0.09852167', '0.030329702', '0.4494807', '0.021941176', '0.3785754', '0.07984722', '-0.14859973', '-0.17036597', '0.50736475', '0.08728905', '0.45208514', '0.322755', '0.20365125', '0.24354878', '-0.15057135', '0.06877731', '-0.26303878', '-0.14855312', '0.05661333', '-0.11548592', '-0.07112845', '-0.25370285', '0.12140054', '0.20005348', '-0.09042493', '-0.491896', '-0.26703', '0.082226165', '0.10007462', '-0.22068508', '-0.09702705', '-0.023556843', '0.22310191', '0.10461959', '0.8399112', '0.16700943', '-0.024731465', '-0.13282515', '0.3621535', '0.033662297', '0.09135727', '0.08094353', '0.45332175', '0.7670594', '0.556119', '0.001149274', '0.21607648', '-0.23481233', '0.19600588', '0.324405', '0.15549302', '-0.2836083', '-0.28456616', '-0.07888205', '-0.044458535', '0.20538245', '0.42569345', '-0.21595399', '0.33526942', '0.26904538', '-0.21532638', '-0.2340234', '0.0006825375', '0.106518075', '-0.14198965', '-0.23546919', '0.062063593', '-0.042503852', '0.03158463', '-0.05264427', '-0.37879908', '0.04113719', '-0.1014055', '0.28009465', '0.03316962', '0.073653504', '0.16121563']"
DCC0075,"['0.11898961', '0.029483313', '-0.23773281', '0.15539616', '-0.047674034', '0.27926275', '0.39516458', '0.0036505882', '0.37044254', '-0.023202788', '-0.36663568', '0.12638596', '0.033188816', '0.36429235', '-0.032808725', '0.19349721', '-0.5201555', '-0.18518066', '-0.24215001', '-0.20346808', '-0.044902485', '0.028429557', '-0.38067967', '0.24613847', '0.2525755', '0.43879935', '-0.041296747', '0.23149635', '0.22838366', '-0.09426522', '-0.29997846', '0.13200265', '-0.058543917', '-0.44117633', '0.29208568', '-0.05793624', '-0.42868838', '-0.27525526', '-0.54050535', '0.028236115', '-0.15641625', '0.103044875', '-0.29200047', '0.08395503', '-0.3886749', '-0.2594322', '-0.17737812', '0.29708463', '0.59955156', '0.30221996', '-0.045822583', '-0.061674614', '-0.22499332', '-0.14431252', '-0.09770706', '0.014843839', '-0.12661447', '-0.21985419', '0.037292868', '0.29543465', '0.07607063', '0.09670317', '0.301594', '0.08659199', '0.42323586', '-0.3366793', '-0.05706575', '-0.89606935', '0.06708021', '-0.12989892', '0.18074189', '0.46944287', '-0.1763052', '0.19004084', '0.35794598', '0.08758911', '0.36449254', '0.3353238', '0.2615153', '-0.24392831', '-0.4977537', '0.071791515', '0.0053384597', '0.13455725', '-0.29161125', '0.08322232', '0.03448493', '-0.10841424', '-0.031274572', '-0.768411', '0.08570821', '0.33667827', '0.17138793', '-0.11929258', '0.61349195', '0.30081862', '0.4531911', '0.3855626', '-0.22156979', '0.23473114', '0.19149202', '-0.018407363', '-0.22423431', '0.19988453', '0.1531696', '0.0577005', '-0.28000167', '-0.14633465', '0.33818105', '0.313763', '-0.11908343', '-0.5801932', '-0.30756113', '0.120615', '-0.25143406', '-0.2187743', '-0.077647686', '0.5491027', '-0.5920553', '-0.0898665', '0.8372186', '-0.07060577', '0.34048873', '0.18024805', '-0.2850203', '0.46174368', '-0.17183772', '0.23987147']"
DCC0002,"['-0.43224433', '-0.44697973', '0.06420736', '0.18313935', '0.08893151', '-0.48902273', '0.39029488', '-0.10996697', '0.26648012', '-0.14754169', '-0.18395364', '0.41473123', '0.0017337381', '-0.40666667', '0.02358395', '0.10787184', '0.015573946', '-0.100721195', '-0.22278024', '-0.01774953', '0.4240045', '-0.27533862', '-0.4752681', '-0.27815863', '-0.16579999', '-0.07990158', '-0.6016776', '0.08296636', '-0.24532731', '0.13960503', '0.3122006', '-0.3047028', '0.065527625', '0.117481254', '0.37897393', '-0.3917027', '0.009285281', '-0.39737847', '0.49077302', '0.5232988', '0.020787593', '-0.3873911', '-0.25252554', '-0.41150147', '0.24452983', '-0.08141482', '-0.029558271', '0.1556205', '0.024890805', '0.2917338', '0.6519772', '-0.28841534', '-0.035127696', '0.2691498', '-0.07167506', '0.65753263', '-0.18594548', '0.45999914', '0.014662468', '0.3057125', '-0.50034916', '-0.022301136', '0.26611105', '0.10323526', '0.5806473', '-0.07998089', '-0.070707895', '-0.28512222', '-0.2887968', '-0.16053572', '-0.09225379', '0.04928321', '-0.5355293', '0.60893905', '-0.027961535', '-0.59564203', '-0.60887086', '-0.20654741', '0.14282371', '-0.275138', '-0.147266', '-0.3623019', '0.11087947', '0.0646164', '0.091408014', '0.55145484', '-0.27450916', '0.099867985', '0.21031053', '0.12249726', '0.16664737', '0.2597634', '0.41985583', '0.22763208', '0.3674365', '0.60754764', '0.22023898', '0.17733611', '0.30297345', '0.2932273', '0.45171994', '0.24633473', '0.20067674', '0.22971988', '0.29412383', '0.08178487', '-0.05590543', '0.20803995', '-0.5877265', '0.24391893', '0.1612774', '0.2857916', '-0.3615782', '0.06877582', '-0.15669367', '-0.22300027', '-0.16314463', '0.00047165318', '-0.049675204', '-0.76746523', '-0.09682591', '-0.32787165', '-0.048909526', '0.35105705', '-0.31224513', '0.39042625', '0.2734504', '-0.1350523']"
DCC0170,"['-0.51168215', '-0.16516691', '0.10375269', '-0.022325221', '-0.1377237', '-0.40137896', '0.7372627', '-0.103089355', '-0.015314378', '0.13070925', '-0.92162853', '0.5005621', '-0.252106', '0.007825135', '-0.2841199', '0.6832411', '0.37821072', '0.47087976', '0.1366253', '0.13729015', '0.06404687', '-0.29303557', '-0.57913595', '-0.26890126', '0.12829624', '-0.0686919', '-0.6323788', '0.09816494', '0.27641207', '0.35711518', '0.4611913', '-0.42957518', '-0.39126837', '0.11228062', '0.8642973', '-0.43009198', '-0.19004652', '-0.5230337', '-0.4656851', '0.23755656', '-0.78953284', '0.09690488', '-0.159344', '0.05160247', '0.106874846', '-0.5286558', '-0.50649464', '0.22702312', '-0.18378142', '0.5009453', '0.37436432', '0.2895236', '-0.28251', '0.013123169', '-0.004156909', '0.32691512', '-0.49189278', '-0.13718562', '-0.07139993', '0.032800723', '-0.028635174', '-0.038675603', '0.5735283', '0.19008759', '0.36572662', '0.13003886', '0.301017', '-1.0422127', '-0.017079419', '-0.12653813', '0.17737544', '0.5075537', '-0.49009857', '0.15375936', '0.085342646', '0.37602788', '-0.05111731', '0.2335859', '0.3144302', '-0.59909266', '-0.26937905', '0.35588768', '0.18828578', '0.008426301', '0.058320407', '-0.12763715', '-0.07944823', '-0.07376897', '-0.10755548', '0.00086926366', '0.39125425', '0.40548083', '0.19313799', '-0.20783514', '0.66091365', '0.19188723', '0.53129184', '0.11858893', '-0.4186197', '-0.13137668', '0.5522603', '0.17707019', '0.25088006', '0.18363853', '0.4408583', '-0.0051172636', '-0.57289296', '-0.6834266', '0.17001343', '0.11394585', '0.0073977476', '-0.10625025', '-0.60619473', '-0.062605865', '-0.5860591', '-0.6054792', '-0.44866166', '0.02443424', '-0.55086213', '-0.5835338', '0.3605519', '0.28030664', '-0.47442105', '-0.084421664', '0.14361049', '0.63186634', '-0.6518697', '-0.10595594']"
DCC0296,"['0.7067276', '-0.15232728', '0.23106979', '0.4222844', '-0.10050455', '-0.0038516126', '-0.1408532', '0.07446154', '-0.09318025', '0.49848944', '-0.27080598', '0.061136644', '0.28633332', '0.34500492', '0.229531', '-0.45508367', '-0.258939', '-0.18013312', '0.26384592', '-0.33308047', '-0.2458659', '-0.14177233', '-0.41166112', '-0.4123304', '0.24875362', '0.24974005', '0.0050635384', '0.15266071', '-0.3487002', '0.11018901', '0.1371454', '-0.25089222', '0.08752451', '0.009579475', '0.09681217', '0.13215943', '-0.040929154', '-0.18691266', '-0.30088824', '0.25757614', '-0.61342204', '0.014979446', '0.03203816', '0.29602447', '-0.22615005', '-0.5081376', '-0.69065225', '0.8235146', '-0.19630256', '0.4730222', '0.15440081', '0.4110878', '0.0043463036', '-0.5160524', '-0.19500886', '-0.11346538', '-0.32076997', '-0.041759856', '-0.023580993', '-0.08967035', '0.12604393', '0.28513208', '-0.41297355', '-0.026263261', '0.36075655', '-0.4206567', '0.49192268', '-0.34913102', '-0.36839682', '-0.2463188', '-0.23093173', '0.14820418', '-0.038494304', '0.139083', '0.307257', '0.09371676', '-0.13727206', '-0.15241525', '-0.27308878', '0.37265778', '-0.36852002', '-0.2216299', '-0.29133418', '0.1592024', '0.20697452', '0.24749635', '-0.098105565', '0.13474144', '-0.23993969', '-0.57909465', '0.0659934', '-0.016517596', '0.09074158', '0.03971069', '0.14892018', '0.35190964', '-0.14232859', '-0.12627709', '0.14429912', '0.34579962', '0.06915119', '-0.20245537', '-0.5794517', '0.22791663', '0.37950575', '0.6129833', '-0.37383747', '0.34966087', '0.40030822', '0.19919749', '-0.17409873', '-0.14096181', '0.1265885', '0.09910489', '-0.21605527', '0.065297455', '0.056036368', '0.076280035', '-0.14178616', '-0.1070892', '0.25891286', '0.060924113', '-0.36325634', '0.038845636', '-0.29071003', '0.27235514', '-0.110928774', '0.20015644']"
DCC0169,"['0.046377774', '0.15755388', '-0.09325505', '0.33640635', '-0.20834243', '-0.19814964', '-0.11885588', '-0.32924584', '-0.018837892', '-0.10408551', '0.18075612', '0.001285176', '0.0041733836', '0.48999706', '-0.10269428', '-0.54122394', '0.25355217', '-0.27679318', '-0.207012', '-0.5416523', '0.029621944', '0.18325235', '-0.22431937', '-0.47053954', '0.02400812', '0.56401724', '-0.10180881', '-0.21696913', '0.12974752', '0.3943514', '0.10184258', '0.21138628', '-0.2946466', '0.19595486', '-0.041134883', '-0.12786847', '-0.15364611', '0.16451891', '0.03067281', '0.06144643', '-0.32689628', '-0.031889092', '-0.07241039', '-0.10754944', '-0.32874843', '-0.29870775', '-0.74440897', '0.33961248', '-0.021028383', '0.18215482', '0.13000827', '-0.039084043', '-0.024448017', '-0.031240951', '-0.019903067', '-0.084651336', '-0.461129', '-0.15274711', '0.31543627', '0.19686945', '0.06535019', '0.029881256', '0.1169782', '0.14480667', '-0.23977184', '-0.18318562', '0.08384016', '-0.4233927', '-0.32516098', '-0.33994406', '-0.2944028', '-0.039492436', '0.17109248', '-0.48778304', '0.558674', '-0.31204042', '0.19838968', '-0.07126468', '-0.43234253', '-0.4291784', '-0.52315617', '0.27153358', '-0.041828368', '0.21967806', '-0.17825793', '0.27047482', '0.005055557', '0.26159945', '-0.24576588', '-0.49964955', '0.06504572', '-0.20271459', '0.009142448', '0.38728353', '0.44061455', '0.7407757', '0.20658825', '0.25231388', '-0.100526154', '0.082999825', '-0.03617664', '-0.26160538', '0.39803046', '0.41398594', '0.6945015', '0.003398966', '0.022487897', '0.5057929', '-0.04181826', '0.37836832', '0.25861058', '0.28039807', '-0.6347322', '0.011171926', '-0.5415262', '-0.119425856', '0.04546752', '0.10892894', '-0.33567756', '-0.073106945', '0.54550415', '-0.32799193', '-0.1663904', '-0.59047747', '0.49649063', '0.07137977', '-0.28526944', '-0.47222033']"
DCC0225,"['-0.6310331', '-0.07500209', '0.14783615', '0.07761507', '0.17148611', '-0.3110049', '0.37602457', '-0.36103806', '0.049556386', '0.4119647', '-0.8431279', '0.22510225', '-0.017515274', '-0.060121533', '0.17006874', '0.14849496', '0.4614891', '0.04748936', '0.040578805', '0.0729417', '0.3383199', '-0.11863373', '-0.6792879', '-0.052702434', '-0.029186595', '0.30064985', '-0.47490424', '0.054685015', '0.17432837', '0.16034916', '0.45321652', '-0.07721165', '-0.22309203', '-0.06348351', '0.36747846', '-0.1613908', '-0.09580991', '-0.521677', '-0.06395168', '0.41933796', '-0.2744922', '-0.27245748', '0.15545703', '-0.5020027', '0.41480133', '-0.070776746', '-0.5417423', '0.38436988', '-0.3044016', '0.18396851', '0.3414047', '0.3310635', '0.009371368', '0.27109423', '0.17233902', '0.16430157', '-0.31079808', '0.6383038', '0.10508647', '0.07136711', '-0.37198672', '-0.046607137', '0.12652975', '0.38240173', '0.47231647', '-0.15519263', '-0.016464034', '-0.527546', '-0.5421951', '-0.08559014', '0.13520814', '0.09657109', '-0.30807662', '0.5503624', '0.0867672', '-0.15018465', '-0.18969029', '0.2085572', '0.3591378', '-0.87086123', '-0.31034604', '0.21692583', '-0.060322866', '0.30530798', '-0.32434002', '0.27138647', '-0.03889888', '-0.114208594', '0.17124954', '0.23592398', '0.08233837', '0.1855181', '-0.15584508', '-0.4018918', '0.6489344', '0.39883068', '0.06370036', '0.08341812', '0.06583643', '0.14350161', '-0.16521817', '0.025230775', '0.43800825', '0.068210624', '0.44694012', '0.31248292', '-0.37415904', '-0.28749305', '-0.4126489', '0.2733822', '0.37760866', '-0.05550287', '-0.058148958', '0.2340265', '-0.21174729', '-0.13569841', '-0.40234065', '-0.012965954', '-0.20349555', '-0.6841469', '0.43119842', '-0.2394921', '0.23839368', '0.056792375', '-0.13165982', '0.21022028', '0.096679', '-0.23580751']"
DCC0027,"['-0.22997048', '-0.10222526', '0.3009895', '0.24753875', '-0.5208807', '-0.014851815', '0.2632138', '-0.13924988', '0.15922438', '0.22743855', '-0.3532772', '0.23585115', '-0.16413338', '-0.2517426', '-0.23584172', '0.16621679', '-0.09871093', '0.026162358', '0.24314666', '-0.21055819', '-0.27294755', '-0.014429392', '-0.35199654', '-0.5271312', '0.14636526', '0.038692825', '-0.28879148', '0.14765354', '-0.059507858', '-0.19658837', '-0.4393545', '0.17329592', '0.17764303', '-0.33194637', '0.198553', '-0.14126492', '-0.17258346', '0.09756596', '-0.46947247', '-0.005706819', '-0.17644627', '0.38027504', '0.028316252', '-0.09834097', '-0.6321722', '-0.074145995', '-0.019254552', '0.1780216', '0.07847789', '0.4024356', '0.42575845', '-0.21285073', '0.06796322', '-0.24932891', '0.20803021', '-0.16268365', '0.18206681', '0.033884276', '0.15919134', '-0.13900334', '0.078835', '0.37270913', '0.5218201', '-0.08191453', '0.045364555', '-0.02984842', '0.11425787', '-0.081357025', '-0.18783617', '-0.14264466', '-0.43562326', '-0.108246215', '-0.047467675', '-0.20075974', '-0.34840128', '-0.41591153', '-0.48201835', '-0.21680634', '-0.23860739', '-0.10270444', '-0.21157932', '0.06431429', '0.189626', '0.5562946', '0.20208935', '0.32884315', '-0.101558976', '-0.08221716', '0.07118079', '-0.5976435', '0.12291546', '-0.08709703', '0.25082684', '0.46473408', '0.18916391', '0.6886023', '0.096846774', '0.52070284', '-0.015436079', '-0.15597045', '0.16154583', '0.081915885', '0.05494682', '0.29703417', '0.72761124', '0.2944349', '-0.08952825', '0.08417976', '-0.015707064', '-0.012463162', '0.07285013', '-0.56294835', '-0.37545115', '-0.22384703', '-0.08616721', '-0.3259426', '0.048515208', '-0.15905903', '-0.034081314', '-0.11200004', '-0.03105231', '-0.6136513', '-0.2624219', '-0.097131446', '0.17310634', '-0.2553279', '0.016743334', '-0.14018905']"
DCC0059,"['-0.36084244', '-0.6019939', '0.21616253', '-0.3560007', '-0.3218395', '-0.32867822', '0.5364647', '-0.20438999', '0.37562323', '0.12820391', '-0.17028725', '0.1296568', '0.00027833175', '-0.2727852', '-0.14568312', '0.31427908', '-0.03467504', '0.09634302', '-0.20821396', '-0.035970155', '0.10359131', '-0.033739153', '-0.2990581', '-0.72023004', '0.15964074', '0.024839906', '-0.35319513', '0.40665543', '0.0605458', '-0.34979752', '0.25192806', '0.23879196', '0.0081666205', '-0.2235829', '0.2579618', '-0.07152925', '0.1535125', '-0.25029698', '-0.098676644', '0.29404372', '0.23684262', '-0.17300892', '-0.16068465', '-0.0921668', '-0.079817355', '0.065134004', '-0.05880771', '-0.20777601', '-0.07617201', '0.11435251', '0.13740285', '0.018873582', '0.053029146', '-0.47247276', '0.114447914', '0.50566214', '0.046932794', '-0.12074245', '0.3232137', '-0.102451436', '-0.17626265', '0.2619424', '0.40857518', '-0.00076377945', '0.23885159', '0.09285025', '0.355762', '-0.3805259', '-0.38689017', '-0.39279562', '-0.12683852', '-0.12850016', '-0.13199425', '0.13178048', '-0.3143141', '0.32196045', '-0.43248686', '-0.5327584', '-0.34246427', '0.24388456', '-0.2018617', '0.030231839', '-0.032366566', '0.06820959', '0.16703929', '0.072984666', '-0.34040415', '-0.24949409', '0.093728825', '-0.15406185', '-0.29540777', '0.079992324', '0.3564061', '0.2861319', '0.44696963', '0.72294366', '0.36136848', '0.6714473', '0.039994407', '-0.1015871', '0.2725974', '0.22290467', '0.03661911', '-0.056865737', '0.4776291', '0.32961348', '0.425993', '0.10005405', '-0.41814354', '0.11145373', '0.2864207', '-0.09024836', '-0.36251512', '-0.3006749', '0.026933992', '-0.4904692', '-0.13765347', '0.1158321', '-0.26314992', '-0.30606154', '0.24610725', '-0.46061182', '-0.5041551', '-0.0016638818', '0.0064636045', '-0.0038515306', '0.145097', '-0.355669']"
