DCC_ID,Node2Vec
DCC0410,"['-0.052809685', '-0.00069574907', '-0.2825154', '0.026490102', '-0.004280006', '-0.3391548', '0.078444526', '-0.18651854', '-0.104778685', '0.23800878', '0.034778085', '0.15125972', '0.22913174', '0.4893283', '-0.016645728', '-0.10268327', '0.044565573', '0.09988274', '-0.3971433', '0.34601367', '-0.018988423', '0.30515173', '-0.3219849', '-0.20388936', '-0.31361791', '-0.0067737717', '-0.63781637', '0.52747506', '-0.16273654', '-0.51269525', '0.14778918', '0.3688495', '0.07159465', '-0.21370812', '-0.44260874', '0.052977834', '0.019294573', '0.123074695', '-0.24464482', '-0.24280864', '-0.14846028', '0.5411459', '-0.24304472', '-0.48626348', '-0.042885657', '0.3238547', '-0.5276783', '-0.08165465', '0.13138175', '0.3350556', '0.40614823', '-0.0638759', '-0.43906006', '0.2099754', '-0.46031415', '0.08809295', '-0.2842875', '0.05281847', '-0.3199331', '0.027224787', '-0.6532927', '0.3723351', '-0.22152719', '0.27969503', '0.038753226', '0.45921272', '0.40780002', '-0.33140618', '0.008088619', '-0.30631676', '-0.113418125', '0.40138766', '-0.0976234', '-0.71019346', '0.2556997', '0.014978595', '0.054368936', '-0.49694663', '-0.0930512', '-0.43087986', '0.13883346', '-0.2476211', '-0.07116142', '0.47178817', '0.11179418', '-0.06175', '0.0909708', '-0.20919687', '0.1301118', '0.052473918', '0.08549698', '0.38729912', '0.036992844', '0.3963738', '0.46469074', '0.5080215', '0.0037764348', '-0.014707983', '-0.18327601', '0.28048646', '-0.26837763', '-0.08765296', '0.15635827', '-0.2029469', '-0.08327232', '-0.07682274', '-0.09410034', '0.38523814', '0.3806747', '0.33997372', '0.2890861', '0.017797034', '-0.27859476', '-0.34454924', '0.31812724', '-0.39415556', '-0.23376936', '-0.30421722', '-0.15315175', '-0.2584953', '-0.060398486', '-0.19029565', '-0.42639157', '-0.071834', '0.26555067', '0.18532452', '-0.3648984', '0.34036463']"
DCC0453,"['-0.22212258', '0.54879457', '-0.48612484', '0.45546746', '-0.716156', '-0.07861839', '0.15132329', '-0.15245111', '-0.036435723', '1.15793', '0.014961123', '0.023210777', '-0.20429291', '-0.18955551', '-0.3806446', '0.08324004', '0.027035233', '-0.03632959', '0.74128413', '-0.12666048', '0.19495727', '-0.15586078', '-0.73538595', '-0.3160631', '-0.21587996', '0.62726265', '0.31445748', '0.24256955', '-0.62033075', '-0.06385022', '0.69349456', '-0.3890513', '0.36931', '-0.6841544', '-0.23936917', '0.049841747', '0.123547494', '-0.32087418', '-0.39737913', '0.28257647', '-0.70128196', '-0.20453322', '-0.84364957', '-0.2584862', '-0.035318237', '-0.13446768', '-0.5567435', '0.36298943', '-0.038244452', '-0.28883553', '0.9760477', '-0.13423918', '-0.5698596', '0.016245924', '0.29223993', '-0.31212434', '-0.23215911', '-0.3793852', '-0.25586525', '-0.14125401', '0.020205077', '0.19310074', '-0.15146215', '-0.24006183', '-0.17360485', '-0.3181687', '-0.16309293', '-0.48298675', '-0.8325446', '-0.1184246', '0.03710696', '0.47339395', '-0.40446585', '0.7357231', '0.09587814', '-0.12134255', '-0.21556734', '-0.5214451', '0.6439242', '0.060201675', '0.018387955', '0.074459985', '-0.5667334', '0.43882737', '-0.05444962', '0.003353922', '0.32489702', '-0.833131', '0.4048346', '-0.19468619', '0.33542675', '0.1445475', '-0.014022878', '0.9035256', '0.85606295', '0.3913929', '-0.24523143', '-0.2466138', '-0.22051191', '0.45156062', '0.27951404', '-0.16736503', '0.24388151', '0.49412024', '0.7901569', '0.308747', '-0.54809505', '0.16271095', '-0.05538355', '0.0014452194', '0.11017645', '-0.74552876', '-0.28431615', '0.3922841', '-0.11521957', '-0.87933177', '-0.15321527', '-0.26053697', '-0.5913789', '-0.2958159', '0.77987236', '-0.14190562', '-0.87059957', '-0.44173992', '0.119187064', '0.40077227', '0.33579263', '-0.45261276']"
DCC0868,"['-0.031327594', '-0.004381184', '-0.36029336', '0.38835958', '0.1806637', '0.15248322', '0.2594014', '-0.5135113', '0.1152978', '0.15530816', '0.2973529', '0.040239852', '-0.43849882', '-0.15299906', '0.108414136', '0.3284681', '0.09105659', '0.036150984', '-0.29705837', '-0.005499953', '-0.19529362', '-0.05023285', '-0.28418246', '0.15317905', '-0.5311826', '0.004119717', '0.0028068412', '-0.09151145', '-0.38608384', '0.14384386', '0.16229923', '0.2705315', '0.09867211', '0.35302076', '-0.1416516', '0.27157247', '-0.14367864', '-0.25389686', '-0.04810516', '-0.21877773', '-0.11891129', '0.03682408', '0.12043004', '0.3679628', '0.0415289', '-0.088428676', '-0.2661716', '-0.20802434', '-0.1507785', '-0.008572016', '0.22845337', '-0.093723536', '0.12466974', '0.24346535', '0.08140373', '0.06665486', '0.00042641582', '-0.25361282', '0.05925388', '-0.01553095', '-0.05674425', '0.057284806', '0.023168601', '-0.12918481', '-0.025047636', '-0.2604012', '-0.13173276', '-0.021539047', '-0.3626365', '-0.45581388', '0.022249356', '0.29952252', '-0.27985278', '-0.23883857', '0.4192962', '-0.016824026', '-0.49867368', '0.13689582', '-0.331329', '-0.06136666', '-0.4353937', '-0.35268167', '0.24050441', '0.32973287', '-0.08541391', '0.0481411', '0.24667512', '-0.40584528', '-0.036855776', '0.105510235', '-0.19722356', '-0.21567516', '0.15647957', '0.13151942', '0.39060226', '0.2340617', '0.10022655', '0.086760595', '0.05020885', '-0.31719953', '-0.16076855', '-0.32361844', '-0.36603534', '0.18764602', '0.28225896', '0.6317868', '-0.3879329', '0.49265915', '0.0647842', '0.2135872', '0.18219374', '-0.3811497', '0.051146433', '-0.016469575', '0.25491872', '-0.17068051', '-0.12317813', '0.16639926', '-0.121679634', '-0.2668378', '0.36763516', '0.07418582', '-0.26002464', '-0.21588783', '0.18468931', '0.10775538', '-0.08116107', '-0.21095596']"
DCC0302,"['0.16814794', '-0.018638734', '0.015452826', '0.61006635', '-0.39006677', '-0.5239222', '-0.10888438', '-0.23840076', '-0.13305208', '-0.035286583', '0.2785279', '-0.14762153', '0.4923757', '0.40903702', '0.021672774', '-0.62515485', '0.5991884', '-0.3486129', '-0.020122964', '-0.43722224', '0.1824764', '0.19084822', '-0.08810925', '-0.16500036', '0.015494122', '0.5696905', '0.20851035', '-0.1013707', '-0.10673804', '0.16162597', '0.029168205', '0.15583885', '0.17701752', '0.10138947', '0.25319526', '0.13213687', '-0.5376077', '0.25922218', '-0.2844681', '-0.008610255', '-0.34871227', '0.36205682', '-0.21258897', '-0.40899545', '-0.40117973', '-0.045968454', '-0.37441424', '0.2717694', '0.25450626', '0.4932921', '0.06817509', '0.034809023', '-0.44158632', '0.01104815', '-0.20454979', '-0.12724702', '-0.42036685', '-0.42335925', '0.06674006', '0.21930648', '-0.069036834', '0.2996242', '0.42826116', '0.0055381493', '0.067955635', '-0.13824303', '-0.35493547', '-0.3162464', '-0.14139235', '-0.3121547', '-0.21533826', '-0.07665483', '-0.03205629', '-0.2685694', '0.27599612', '-0.64785814', '0.16902281', '0.089454025', '-0.30266628', '-0.27560014', '-0.3472938', '-0.3639273', '-0.33858183', '0.3588306', '0.20983304', '-0.05772076', '0.4046698', '-0.12316402', '0.10427578', '-0.4142928', '0.10620836', '-0.22422859', '0.48001906', '0.28490812', '0.7066422', '0.6007925', '0.04964882', '0.28124708', '-0.20497203', '0.16866286', '-0.43362954', '-0.10737438', '0.12335793', '0.28831202', '0.6924932', '0.23983443', '-0.12293493', '0.2651283', '-0.1248578', '0.17119703', '0.010599756', '0.33492705', '-0.41312748', '-0.29637456', '-0.48339242', '0.26749316', '0.06497422', '-0.20729245', '-0.51610005', '-0.2808966', '0.46509802', '-0.23976131', '-0.258423', '-0.37904555', '0.55543005', '-0.1587037', '-0.34659246', '-0.06365427']"
DCC1702,"['0.15191', '0.12553756', '0.08363982', '-0.25806174', '0.014123867', '0.35953787', '0.120291844', '-0.2522144', '-0.031027814', '0.20221896', '-0.17059141', '0.16105506', '0.2004754', '-0.10369236', '0.07788847', '0.045089975', '0.37171218', '0.28281486', '-0.34799898', '0.36129263', '0.067062855', '0.13922642', '-0.15935752', '-0.102513775', '-0.22751428', '0.42804724', '-0.09943388', '0.08581476', '-0.28382328', '-0.0012552848', '-0.13439813', '0.4764824', '0.44274998', '0.03398695', '-0.27028105', '0.2662714', '-0.051610205', '-0.14805871', '-0.17474917', '0.06712519', '0.09207373', '0.06648368', '-0.37296477', '0.025576046', '0.09984485', '0.08124502', '-0.39403334', '0.6218835', '0.09862333', '0.0090664625', '0.3007581', '-0.063213825', '-0.55510134', '0.06636855', '-0.2843609', '-0.2619643', '0.23797517', '-0.42581722', '-0.158176', '-0.14737402', '0.0070557464', '0.26050586', '-0.058655564', '0.060467403', '0.08331401', '-0.0318211', '0.22380371', '-0.30423817', '0.09292353', '-0.67130464', '-0.23806705', '-0.14565048', '0.033178166', '0.13113792', '0.0076259263', '0.078845434', '0.04592177', '0.08816652', '-0.153119', '0.13551961', '-0.49719116', '-0.16479433', '0.07393463', '0.22148272', '0.18963909', '0.6664331', '-0.18148482', '-0.056374367', '-0.0115938885', '-0.31135398', '0.18952389', '0.051424548', '0.06928445', '0.21862137', '1.0529633', '0.25513354', '-0.10781367', '-0.04120608', '-0.0147288665', '0.5117436', '-0.044232104', '0.10049533', '-0.49436092', '-0.022663446', '-0.14124107', '0.24651428', '-0.10727762', '0.24934119', '0.09055906', '-0.22525243', '0.28896067', '-0.2966236', '0.17409728', '0.33965656', '-0.25591508', '-0.066648975', '0.0048494674', '0.1136881', '-0.28287172', '-0.16254526', '0.104410894', '0.06788114', '-0.13226025', '-0.007771122', '-0.488787', '0.12059333', '-0.13189077', '0.058542773']"
DCC1693,"['0.14884458', '-0.35328898', '-0.026753975', '0.22893934', '0.27877557', '0.19350228', '0.14110619', '-0.3995499', '0.0812611', '0.29058826', '-0.2278966', '0.16308376', '0.20278166', '-0.021619359', '0.54817414', '-0.04337351', '-0.0717447', '-0.03533647', '-0.009109915', '0.29151812', '0.03935417', '0.16153397', '-0.26329258', '-0.26540968', '-0.4049853', '0.34674358', '-0.23302713', '0.14763518', '0.10518765', '0.26531768', '0.00012830245', '-0.42908648', '-0.09445261', '-0.095282786', '0.2434435', '0.0044079935', '-0.18644604', '-0.22672673', '-0.3853435', '-0.08177351', '-0.58522904', '0.052514248', '-0.1606822', '-0.20827822', '0.32126942', '-0.091154605', '-0.45340443', '-0.2228948', '-0.2844912', '-0.28052384', '0.029980687', '-0.2836347', '0.22695343', '0.4778981', '-0.0566055', '-0.26010713', '-0.026416305', '-0.05299705', '-0.00022716893', '-0.019350836', '-0.13185279', '-0.0919241', '0.052677542', '-0.3149406', '0.5230076', '-0.2801223', '-0.0044107833', '-0.4125025', '0.03494558', '-0.499038', '-0.046825573', '0.21944886', '-0.0046248296', '-0.48549724', '0.12812331', '-0.038354557', '-0.512219', '0.5196922', '-0.30672714', '-0.09016516', '-0.49840954', '0.1398058', '-0.03218255', '0.37426746', '0.3350768', '-0.023101917', '0.27658263', '-0.008109722', '0.22176386', '0.19673829', '0.18845129', '0.13387047', '0.29531002', '-0.030328995', '0.5056569', '0.15785919', '-0.42233568', '-0.17840515', '-0.28639537', '-0.09239866', '-0.12651983', '-0.095738634', '-0.073788315', '-0.13663022', '0.17438325', '0.28892338', '-0.12432872', '0.14570518', '0.4478114', '0.15619382', '0.068729736', '-0.114401914', '0.09724928', '0.091465235', '-0.29559967', '0.09995914', '-0.18484727', '-0.26460144', '-0.024176048', '-0.04933773', '0.13556133', '-0.33652565', '-0.16359808', '-0.08699376', '0.10377651', '0.34102082', '-0.24769662', '-0.072504595']"
DCC1826,"['-0.00827396', '0.21728843', '0.40242475', '-0.06237637', '0.01280302', '-0.07415486', '-0.0049193185', '-0.44665346', '0.24230501', '0.39261267', '-0.3703205', '-0.05747592', '0.29146376', '-0.21915713', '0.021111576', '-0.1258233', '0.0782973', '-0.01014322', '0.38380137', '0.007091734', '0.14541675', '-0.14210524', '-0.11128205', '-0.2485401', '0.22445808', '-0.026763892', '-0.25210953', '-0.09264802', '0.47909957', '-0.048516676', '0.47681147', '0.16578047', '-0.06221353', '-0.22467491', '0.64775234', '-0.111233845', '-0.37161416', '0.5032694', '-0.49780732', '-0.0019178555', '-0.7260425', '0.19451831', '-0.006475503', '-0.66110647', '0.27798113', '-0.22362939', '-0.2714604', '-0.07030043', '-0.6456754', '0.4381432', '0.9005719', '0.011592789', '-0.3501739', '0.27699852', '-0.2907712', '-0.17649013', '-0.13566455', '0.10339709', '-0.29377764', '0.53084725', '-0.1948727', '0.2907714', '0.2539153', '0.37311038', '0.3133249', '0.24686193', '0.47477677', '-0.44830498', '-0.12629007', '-0.16204116', '-0.14048193', '-0.30218747', '-0.37448218', '-0.6857261', '-0.09871042', '-0.23838092', '-0.62661535', '-0.021601822', '-0.287088', '-0.8430513', '0.025613265', '0.20696996', '-0.014294221', '0.3534977', '0.4407264', '-0.018822636', '0.023071788', '-0.3507826', '0.45758787', '0.11937876', '0.41756177', '0.15829368', '0.15530103', '0.42811885', '0.6283497', '0.3430971', '0.91617656', '-0.015299725', '-0.093296185', '0.48575026', '0.6210712', '0.45794982', '0.22238897', '0.033069823', '0.693957', '-0.32448596', '-0.15130949', '0.025493778', '0.4115637', '0.23791751', '0.3269876', '-0.21378443', '-0.31389216', '-0.33165944', '-0.6446812', '0.04892037', '-0.47522664', '-0.409697', '0.2242881', '-0.3257294', '0.042053513', '-0.30187702', '-0.12366201', '-0.23807295', '0.07176404', '-0.14380217', '-0.349662', '0.31581226']"
DCC1181,"['-0.54933745', '-0.5349374', '0.34339347', '0.019212369', '-0.028084815', '0.1653873', '-0.04674302', '-0.34234703', '0.27278268', '0.3259767', '0.119575605', '0.3917032', '-0.025395747', '0.10138524', '-0.02718035', '-0.3924103', '-0.21634527', '0.0024941596', '-0.573855', '0.17638151', '-0.11486012', '-0.32258368', '-0.16551751', '-0.1867809', '-0.3593255', '0.1830308', '-0.7333479', '0.06401281', '-0.1169124', '0.033642106', '0.117451206', '0.32413298', '0.059235808', '-0.11794686', '-0.03686872', '-0.08528051', '0.056293167', '0.07710598', '0.041344937', '-0.20271875', '-0.114818856', '0.5681157', '-0.38915032', '-0.020774875', '-0.15805519', '0.075779684', '-0.48343706', '0.42875412', '0.38226175', '0.69114614', '0.1977326', '0.018205892', '-0.04362293', '0.69351274', '0.062584415', '-0.12305834', '-0.05392356', '-0.5339118', '0.10679392', '-0.17042205', '-0.03747308', '0.100785926', '0.0115482705', '-0.23607151', '-0.28157452', '0.10998543', '0.08502465', '0.016428135', '-0.13166647', '-0.5206301', '-0.07919129', '0.17452146', '-0.009370483', '0.56547755', '0.10232109', '-0.22337674', '-0.48781046', '-0.07902063', '-0.05734201', '0.36676425', '-0.38243458', '-0.30117956', '-0.06751404', '0.18888247', '0.02361539', '0.26196092', '-0.3637839', '-0.021381859', '0.0033724925', '0.004629076', '-0.041753147', '-0.0673289', '-0.34763616', '0.06899119', '0.8937068', '0.019092277', '-0.37570408', '0.34155378', '-0.36417976', '0.5944509', '0.13059837', '0.61874944', '-0.48930714', '0.23449966', '0.2998922', '0.7463482', '-0.5481472', '0.57923746', '0.008043997', '-0.29428115', '0.18563597', '-0.31526703', '0.05210974', '-0.20758027', '-0.52891964', '-0.9075004', '0.057118066', '0.17460632', '0.34908566', '-0.34927878', '0.52185583', '-0.09827076', '-0.20204584', '-0.4558858', '-0.10907896', '-0.1564177', '-0.37503892', '0.2607075']"
DCC0863,"['-0.34498793', '-0.0942575', '0.024514094', '0.4369679', '0.022718675', '-0.06288357', '0.045727998', '-0.71774274', '-0.09546787', '0.098686524', '0.010079478', '0.327018', '0.4610253', '0.3496995', '-0.2246245', '-0.47903526', '-0.1358616', '0.041535173', '-0.13310795', '0.031085234', '0.31829134', '-0.11485921', '-0.46329877', '-0.40628916', '0.022482714', '-0.057088383', '0.008711581', '-0.06925124', '0.07883826', '0.0762794', '0.275055', '-0.04511262', '-0.47016713', '0.02694846', '0.10807447', '-0.045245364', '-0.18399855', '0.15087655', '-0.33384874', '-0.06775472', '-0.5325893', '0.58016974', '-0.0020910462', '-0.6058805', '-0.15204649', '0.13583162', '-0.0998139', '0.6004829', '-0.13108519', '0.34214997', '0.06614362', '-0.05738227', '-0.13651577', '-0.13347152', '-0.31337425', '0.06450646', '-0.90196836', '-0.19256741', '-0.44681403', '0.2716333', '-0.45013797', '0.6511808', '-0.010473127', '0.14871685', '0.038817883', '0.0534701', '0.22204596', '-0.3441181', '0.20791613', '-0.45152918', '-0.5729353', '-0.049053308', '0.062599845', '-0.42425552', '0.63359076', '-0.38304976', '0.3527653', '-0.30963105', '-0.21288627', '-0.017495321', '-0.25474465', '-0.1004336', '-0.22582321', '0.4419909', '0.06173408', '-0.4867062', '0.33067802', '0.1873957', '0.0044700583', '-0.37852353', '-0.07104606', '-0.19237944', '0.2479467', '0.08118157', '0.8003683', '1.0395966', '0.2966617', '0.26868722', '-0.34375972', '0.20192842', '0.0068128095', '-0.0646698', '0.502698', '-0.09733573', '0.41383615', '-0.3035982', '-0.19324917', '0.48135388', '0.21415034', '0.43141818', '0.17713772', '0.20318232', '-0.2624756', '-0.25184518', '0.09958532', '-0.3664249', '0.2498667', '-0.4624419', '-0.3896637', '0.22481829', '1.0433887', '-0.49162206', '-0.1651416', '-0.3151974', '0.5459416', '-0.38424808', '-0.32965702', '-0.17804699']"
DCC0585,"['-0.46943069', '-0.46212468', '0.3432941', '0.017341444', '-0.08650793', '0.18337677', '0.020162363', '-0.31779134', '0.27209714', '0.38086742', '0.09442114', '0.22466688', '-0.075704135', '0.088205956', '0.0020718065', '-0.41868597', '-0.12343146', '-0.017361732', '-0.47409686', '0.13873094', '-0.12314067', '-0.21204677', '-0.12957582', '-0.1343304', '-0.36338496', '0.2938778', '-0.780055', '0.22158381', '0.12737723', '0.11067076', '0.2877209', '0.21071658', '0.031661008', '-0.06575991', '-0.09470786', '-0.10201021', '0.013067941', '0.019161357', '0.10025348', '-0.21335635', '-0.14755465', '0.5507338', '-0.36180133', '-0.07861645', '-0.18210012', '-0.0904974', '-0.3524948', '0.5323482', '0.33000508', '0.656813', '0.27696848', '-0.092864804', '-0.027059054', '0.72683686', '0.09951353', '-0.12564589', '-0.11711248', '-0.6032818', '0.1809081', '-0.14782757', '0.17030177', '0.06589548', '0.06632486', '-0.22214341', '-0.32212815', '0.1673532', '0.01533949', '-0.032784615', '-0.19858205', '-0.46389744', '0.06029757', '0.1165035', '-0.00085836527', '0.4799487', '0.09933528', '-0.22996376', '-0.60312915', '-0.112588026', '-0.1554018', '0.35569534', '-0.3824987', '-0.37404528', '-0.018599648', '0.27600017', '0.2313318', '0.32945254', '-0.33695638', '-0.16658317', '0.10296274', '-0.01862968', '-0.012394664', '-0.051820286', '-0.42331505', '0.06425725', '0.8803892', '0.100416385', '-0.35439578', '0.3020943', '-0.38079986', '0.5952039', '-0.09185762', '0.5756645', '-0.4845472', '0.3042966', '0.19721845', '0.74462765', '-0.5014378', '0.5916215', '0.022603657', '-0.16510119', '0.24417844', '-0.23944157', '0.088109136', '-0.097774975', '-0.5153522', '-1.0175446', '0.053650755', '0.2317383', '0.30611184', '-0.41075367', '0.36715475', '-0.13606693', '-0.14369713', '-0.3122964', '-0.18487392', '-0.2835949', '-0.34003112', '0.35851642']"
DCC1249,"['0.28629714', '-0.068807416', '-0.06994384', '-0.11297718', '0.13762665', '-0.24335028', '-0.0919061', '-0.5307272', '0.30266345', '0.24227494', '-0.16034889', '-0.20957835', '0.19435748', '0.14019924', '0.25825143', '-0.015532397', '-0.31755412', '-0.033853475', '0.17698649', '-0.05301538', '0.14303514', '-0.093675286', '-0.28123555', '-0.34049305', '-0.40431905', '0.30865714', '-0.28096378', '-0.117080286', '0.04061013', '-0.063858345', '0.073004715', '-0.32354915', '-0.13427721', '-0.04782489', '0.09609873', '-0.11029125', '-0.19340621', '-0.20483173', '-0.4156574', '-0.082586385', '-0.27675298', '0.24030353', '-0.06900832', '-0.25509378', '0.278141', '-0.1438537', '-0.6279882', '-0.017789006', '-0.0016118931', '-0.013341644', '-0.07371546', '-0.31120872', '-0.19855219', '0.4268847', '-0.1957175', '-0.1109406', '-0.27011323', '-0.22668926', '0.14287873', '-0.1120366', '-0.28187856', '0.26632038', '-0.2084552', '-0.29047665', '0.2563584', '0.029171115', '0.39321005', '-0.16591772', '-0.09159412', '-0.45871046', '-0.01352274', '0.1646799', '-0.22046444', '-0.5475279', '-0.12655398', '-0.20220263', '-0.009183606', '0.6474582', '-0.34358925', '-0.20149164', '-0.326588', '0.15107349', '-0.13887058', '0.4371536', '-0.064803354', '0.19525014', '0.34324047', '-0.29512715', '0.21082884', '0.3196045', '0.0108407205', '0.21595344', '0.42445686', '0.08459127', '0.41070113', '0.32487231', '-0.038784858', '-0.21709067', '-0.14595747', '-0.075965', '-0.29526553', '-0.21044426', '-0.24353582', '-0.17955016', '0.37551737', '0.2887051', '-0.08377888', '0.20138833', '0.6860083', '0.20825215', '0.12757589', '-0.20087802', '-0.027665948', '0.2530731', '-0.5757473', '0.041478366', '-0.16321741', '0.26214105', '-0.06554349', '0.08699566', '0.070009336', '-0.41047385', '-0.12994806', '0.123526104', '0.29337925', '0.034964', '-0.34006256', '0.15068595']"
DCC1641,"['0.1615089', '-0.11900662', '-0.038983896', '0.4800989', '-0.02476804', '0.23076084', '-0.4650426', '-0.34203038', '0.12812765', '0.08678056', '-0.111624755', '-0.3155589', '0.08331406', '0.7260964', '-0.021997623', '-0.43965337', '0.51083696', '-0.39882374', '-0.11669901', '-0.42675564', '-0.07249589', '0.13195011', '-0.50123245', '-0.54105633', '0.11830259', '0.46744075', '0.113073155', '-0.07444674', '-0.03141609', '0.32878467', '-0.018257791', '0.100049116', '-0.41738144', '0.13448888', '0.0055502104', '-0.1815153', '-0.20204027', '0.07667166', '-0.026623646', '-0.101980485', '-0.32483622', '0.25182343', '-0.1893147', '-0.02717172', '-0.22071326', '-0.16545235', '-0.85705435', '0.4076627', '-0.3927738', '0.26407048', '0.48655683', '-0.114051394', '-0.15462655', '0.12969354', '0.044492755', '-0.15902929', '-0.7810083', '-0.027713377', '0.49112824', '0.1433666', '-0.38605827', '-0.022659028', '0.003925225', '-0.19260758', '-0.15326889', '-0.19728208', '0.12111201', '-0.29149705', '-0.50149125', '-0.15215108', '-0.1297868', '0.053877503', '0.09622203', '-0.014154932', '0.35920987', '-0.17129545', '0.38547194', '-0.21774769', '-0.5403441', '-0.12976553', '-0.5606092', '0.34512067', '0.26122501', '0.11706397', '-0.03553637', '0.06980151', '0.054649', '0.01697629', '-0.08900014', '-0.6905864', '0.030393844', '-0.07132062', '-0.031850863', '0.48948947', '0.46897468', '0.71883637', '0.31295374', '0.33747295', '0.13349977', '-0.1457894', '-0.19245765', '-0.031211559', '0.5227697', '0.6717906', '0.83566624', '-0.0729386', '0.09477807', '0.10908591', '-0.3847657', '0.6982415', '0.4935528', '-0.014098983', '-0.5129338', '-0.21384905', '-0.55564', '-0.21675107', '0.49269935', '0.15537962', '-0.21395022', '-0.19890572', '0.5356052', '-0.4227253', '-0.41026273', '-0.3777249', '0.40953147', '0.35315216', '-0.3857834', '-0.6637022']"
DCC0770,"['0.08446329', '0.14280328', '-0.08284852', '0.09937019', '0.14889053', '0.4343747', '0.2490388', '-0.18284307', '-0.15707524', '0.2592288', '-0.120558925', '-0.017467586', '0.14738035', '-0.23333694', '-0.06582834', '0.14212221', '0.09475672', '0.23862764', '-0.33526736', '0.48730534', '0.13043803', '0.019917693', '-0.30728537', '0.105337754', '-0.09282889', '0.079642236', '-0.17618485', '0.047008626', '-0.13587026', '0.035212275', '0.053790595', '0.3569715', '0.011124723', '0.13588609', '-0.32144713', '0.023768006', '-0.16587204', '-0.05821278', '-0.10700764', '0.25440684', '-0.14205325', '0.13697384', '-0.45208275', '-0.11952576', '0.11201379', '0.10424461', '-0.5223467', '0.6714692', '-0.15092547', '0.22252476', '0.32114252', '-0.10328365', '-0.4958878', '0.06734803', '-0.44842458', '-0.20939602', '0.1340767', '-0.24055055', '-0.33859023', '-0.14715585', '-0.13404252', '0.2018835', '-0.010757887', '0.03156888', '0.15658718', '-0.00970767', '0.28585455', '-0.18173066', '0.03315924', '-0.5046272', '-0.22577493', '0.0016149366', '-0.049798068', '-0.04632059', '-0.0691878', '-0.009456695', '-0.07442478', '-0.02711102', '-0.2139538', '0.2049109', '-0.44829848', '-0.15786023', '0.15819977', '-0.038903162', '0.33361632', '0.63806814', '-0.20811607', '-0.12603296', '-0.16869068', '-0.3237006', '-0.20113093', '0.00013141583', '0.24472566', '0.37960336', '0.7787346', '0.11711856', '-0.07582333', '0.036404632', '-0.11468864', '0.3881111', '-0.10963934', '0.16940452', '-0.5586467', '-0.07208846', '-0.4064939', '0.11542201', '0.23574787', '0.32487804', '-0.055398636', '-0.40378055', '0.46317753', '-0.28110746', '0.07359668', '0.11581642', '-0.26456758', '-0.20417364', '0.15495813', '-0.022062983', '-0.1102935', '-0.40879446', '0.21198495', '-0.06892812', '-0.0006282492', '0.075232096', '-0.13989292', '-0.053347237', '-0.08566534', '-0.09573458']"
DCC0127,"['0.25380632', '-0.09593067', '-0.08601034', '0.42239967', '-0.08634628', '-0.23526347', '-0.27210525', '-0.283994', '0.1830419', '-0.047775526', '0.11105882', '-0.045414414', '-0.14549822', '0.4231456', '-0.2563252', '-0.25086546', '0.10984105', '-0.29198995', '0.04745636', '-0.5968161', '0.25652906', '0.34148967', '-0.16947095', '-0.58560467', '0.25690988', '0.53649545', '-0.10029202', '-0.13178706', '-0.12037679', '0.42683202', '0.045109283', '0.02287181', '-0.033645652', '0.18721402', '0.10992133', '-0.28901896', '-0.02351057', '0.22260185', '0.10772094', '0.32352033', '-0.3749809', '0.28596646', '0.17240264', '0.23730186', '-0.28874144', '0.0190666', '-0.859034', '0.13483661', '0.096234344', '0.09697763', '0.030424086', '0.08759949', '-0.21022604', '0.022941401', '-0.047144335', '0.17017153', '-0.43167806', '-0.28967065', '0.4332514', '-0.015070996', '-0.13409208', '0.13189453', '0.4441119', '-0.0068458943', '-0.2410382', '0.05960011', '-0.029155912', '-0.34664744', '-0.39273238', '-0.20220357', '-0.075859986', '-0.086155556', '-0.10294272', '-0.40555704', '0.6814812', '-0.17383659', '0.13098983', '-0.33182618', '-0.275184', '-0.3058618', '-0.41815367', '0.10430874', '-0.08924905', '0.09393436', '0.103844404', '0.13085863', '-0.07850528', '-0.21967323', '-0.024722505', '-0.45610026', '0.12448088', '-0.06130697', '-0.21339196', '0.2594296', '0.82255745', '0.5579327', '0.22765757', '0.3239205', '-0.07093677', '0.071877845', '-0.13507818', '-0.40780777', '0.60611016', '0.6644529', '0.8378658', '-0.20882429', '-0.13429545', '0.37104878', '0.20287994', '0.24379915', '0.29225314', '-0.13937777', '-0.59717506', '-0.037766367', '-0.13466175', '-0.18306369', '0.2583077', '-0.0766015', '-0.27618083', '-0.35445213', '0.38847795', '-0.08322089', '-0.036360867', '-0.3832188', '0.451013', '-0.043495618', '-0.5223584', '-0.3419757']"
